t	a	mu	sigma	area	r2
8.200098401180814	0.14307000073062673	8.200102138164565	3.810914156511814e-05	0.17128826807524575	0.9921269104076047
8.520102241226894	0.13760770706072192	8.520105814637533	3.769899518624829e-05	0.1629755314315774	0.9904567162961062
8.840106081272975	0.1324703753461665	8.84010956410518	3.7585893611259805e-05	0.15642044594021204	0.9911370069089643
9.160109921319055	0.1295312748401071	9.160113830463574	3.7260183068806166e-05	0.15162454020958427	0.9915018292688501
9.480113761365136	0.12344070653278555	9.480117258135865	3.7944614245382356e-05	0.14714937219573285	0.9902390803432748
9.800117601411216	0.11887644185224243	9.800121452666097	3.743283340493414e-05	0.13979716737597617	0.9902111010456149
10.120121441457297	0.11499800681053986	10.120125816932541	3.794875315238561e-05	0.1371000764629021	0.9904910428171902
10.480125761509138	0.11014821886786798	10.480129578360055	3.6958076820195564e-05	0.12789003770294083	0.9858185383854265
10.840130081560979	0.10508326823545358	10.84013401921157	3.719568831312628e-05	0.12279368822222951	0.9851372936376984
11.20013440161282	0.10105640119480423	11.200139074854595	3.6949616076789215e-05	0.11730691971326355	0.9845202635129381
11.560138721664659	0.09699721718104223	11.560143388372817	3.617209041612717e-05	0.11022567197173193	0.9813658761097338
11.9201430417165	0.09193944664210633	11.92014814200987	3.620052960171864e-05	0.10456026671479131	0.981744713598365
12.280147361768341	0.08872381591220771	12.28015229671854	3.590128794850651e-05	0.10006912763982692	0.981441838609137
12.640151681820182	0.08600224737263429	12.640156623621028	3.4292460687842254e-05	0.09265275177124958	0.9730291302903594
