Lag Time [s]	Correlation Function
0.6399232	0.0733095998
0.639936	0.09364002731
0.6399488	0.1263406186
0.6399616	0.1794210032
0.6399744	0.2550255749
0.6399872	0.3379561051
0.64	0.3973136113
0.6400128	0.4053603122
0.6400256	0.3558146519
0.6400384	0.2762635034
0.6400512	0.1969238009
0.640064	0.1377969901
0.6400768	0.1003168364
0.7199232	0.07176721673
0.719936	0.09083611948
0.7199488	0.1221410664
0.7199616	0.1730379622
0.7199744	0.2459857749
0.7199872	0.3282515554
0.72	0.3907467522
0.7200128	0.4026641587
0.7200256	0.3575276154
0.7200384	0.278878638
0.7200512	0.1996036134
0.720064	0.1391752696
0.7200768	0.1004181322
0.7999232	0.06780151739
0.799936	0.08703121981
0.7999488	0.1156390154
0.7999616	0.1644445441
0.7999744	0.2353455968
0.7999872	0.3167286043
0.8	0.3807918863
0.8000128	0.3972809437
0.8000256	0.3568881008
0.8000384	0.2814799098
0.8000512	0.2012412887
0.800064	0.1409035283
0.8000768	0.1017729787
0.8799232	0.06652272573
0.879936	0.08405986416
0.8799488	0.1126640815
0.8799616	0.1587075745
0.8799744	0.2273650761
0.8799872	0.3078749535
0.88	0.372739991
0.8800128	0.3926281457
0.8800256	0.3563203787
0.8800384	0.2833939585
0.8800512	0.2047228256
0.880064	0.1427462769
0.8800768	0.1023284294
0.9999232	0.06464207258
0.999936	0.08034164705
0.9999488	0.1063572784
0.9999616	0.1489250678
0.9999744	0.2138571031
0.9999872	0.2908061848
1.0	0.3571154205
1.0000128	0.3829574586
1.0000256	0.3538201844
1.0000384	0.2859977145
1.0000512	0.2089582215
1.000064	0.1465736345
1.0000768	0.1045257731
1.119936	0.07615019374
1.1199488	0.09999754393
1.1199616	0.1400742696
1.1199744	0.2007234482
1.1199872	0.2767733058
1.12	0.3452545239
1.1200128	0.3761274152
1.1200256	0.3529580155
1.1200384	0.289057764
1.1200512	0.2129119683
1.120064	0.1486105559
1.1200768	0.1056256107
1.1200896	0.08002439391
1.239936	0.07167273265
1.2399488	0.09429314058
1.2399616	0.1316170095
1.2399744	0.1893100515
1.2399872	0.2621067135
1.24	0.3305914796
1.2400128	0.3654113867
1.2400256	0.349620518
1.2400384	0.2914059269
1.2400512	0.2167153792
1.240064	0.1517701969
1.2400768	0.1076036193
1.2400896	0.08027226051
1.359936	0.06906002922
1.3599488	0.0899272287
1.3599616	0.1234077079
1.3599744	0.1777219128
1.3599872	0.2485324393
1.36	0.3190013535
1.3600128	0.3587761666
1.3600256	0.3491026138
1.3600384	0.2952848502
1.3600512	0.2213612404
1.360064	0.1554870672
1.3600768	0.1088214593
1.3600896	0.08027820525
1.479936	0.06539115042
1.4799488	0.08514309764
1.4799616	0.1171597377
1.4799744	0.1669169164
1.4799872	0.2355755823
1.48	0.3048174977
1.4800128	0.3490740214
1.4800256	0.3456253483
1.4800384	0.2965270476
1.4800512	0.2257904045
1.480064	0.1595658815
1.4800768	0.1123544648
1.4800896	0.08231098693
1.599936	0.06207664873
1.5999488	0.08031211633
1.5999616	0.1099859905
1.5999744	0.1569273302
1.5999872	0.2228700405
1.6	0.2918296889
1.6000128	0.3390325362
1.6000256	0.341254595
1.6000384	0.2982131787
1.6000512	0.2295721321
1.600064	0.1629979985
1.6000768	0.1138113309
1.6000896	0.08280786371
1.719936	0.05670029503
1.7199488	0.07358700016
1.7199616	0.1007463766
1.7199744	0.1452734755
1.7199872	0.2070540875
1.72	0.2760301188
1.7200128	0.3263766981
1.7200256	0.3346095582
1.7200384	0.2969628539
1.7200512	0.2317367491
1.720064	0.1659498542
1.7200768	0.1150884773
1.7200896	0.08304185657
1.879936	0.05194792881
1.8799488	0.06772644538
1.8799616	0.0936140863
1.8799744	0.1339662893
1.8799872	0.1929570948
1.88	0.2599106411
1.8800128	0.3133391296
1.8800256	0.3285778367
1.8800384	0.2969502648
1.8800512	0.2358137119
1.880064	0.1701836463
1.8800768	0.1181735418
1.8800896	0.0840085292
2.039936	0.04792521572
2.0399488	0.06294586334
2.0399616	0.08543948778
2.0399744	0.1215131853
2.0399872	0.1765880487
2.04	0.2414077508
2.0400128	0.2972315906
2.0400256	0.3185776151
2.0400384	0.29523421
2.0400512	0.2391851307
2.040064	0.1745208565
2.0400768	0.1216897705
2.0400896	0.08532173714
2.1999488	0.05873538016
2.1999616	0.07867516919
2.1999744	0.1127963062
2.1999872	0.1631336363
2.2	0.2268744534
2.2000128	0.2834190738
2.2000256	0.310314134
2.2000384	0.2939712084
2.2000512	0.2432031493
2.200064	0.179867573
2.2000768	0.1257895333
2.2000896	0.08833433337
2.2001024	0.06373026933
2.3599488	0.05492605645
2.3599616	0.0732202477
2.3599744	0.104023286
2.3599872	0.1507806356
2.36	0.2109369896
2.3600128	0.2696188335
2.3600256	0.3014424464
2.3600384	0.2924051936
2.3600512	0.246488644
2.360064	0.1850574989
2.3600768	0.1301621413
2.3600896	0.09151714906
2.3601024	0.06700643549
2.5199488	0.05096544213
2.5199616	0.06837679194
2.5199744	0.0965484749
2.5199872	0.138823906
2.52	0.1958644812
2.5200128	0.254519858
2.5200256	0.2913268938
2.5200384	0.2896009575
2.5200512	0.2495277252
2.520064	0.1907916168
2.5200768	0.1346408465
2.5200896	0.09393697451
2.5201024	0.06805620671
2.6799488	0.0484765827
2.6799616	0.06454346162
2.6799744	0.08950462076
2.6799872	0.1292293601
2.68	0.1840348711
2.6800128	0.2420686569
2.6800256	0.2825559079
2.6800384	0.2862532298
2.6800512	0.2516462769
2.680064	0.1954034673
2.6800768	0.1398071455
2.6800896	0.09762780768
2.6801024	0.06966527642
2.8399488	0.04533587727
2.8399616	0.05993239649
2.8399744	0.08193052416
2.8399872	0.1175547623
2.84	0.1692455321
2.8400128	0.2273123928
2.8400256	0.270347728
2.8400384	0.2802827851
2.8400512	0.2517202425
2.840064	0.1982073962
2.8400768	0.142990401
2.8400896	0.1000301535
2.8401024	0.0711690593
3.0399488	0.04225848378
3.0399616	0.05540998701
3.0399744	0.07489586867
3.0399872	0.1083045118
3.04	0.1550971991
3.0400128	0.2115127782
3.0400256	0.2581037173
3.0400384	0.275597836
3.0400512	0.2548227542
3.040064	0.2054869067
3.0400768	0.1499007223
3.0400896	0.1044861152
3.0401024	0.07387236276
3.2399616	0.04955617623
3.2399744	0.06828153366
3.2399872	0.09687990974
3.24	0.1402968872
3.2400128	0.1937793763
3.2400256	0.2426998154
3.2400384	0.2661638276
3.2400512	0.2520152254
3.240064	0.2082414117
3.2400768	0.154621597
3.2400896	0.1078915125
3.2401024	0.07546498892
3.2401152	0.05532576771
3.4399616	0.04523686498
3.4399744	0.06124633309
3.4399872	0.0868461378
3.44	0.1267933559
3.4400128	0.1779801859
3.4400256	0.2277795155
3.4400384	0.2567556165
3.4400512	0.2497238189
3.440064	0.2120501729
3.4400768	0.159685269
3.4400896	0.1120917835
3.4401024	0.0779749677
3.4401152	0.05629496411
3.6399616	0.04132605832
3.6399744	0.05496479185
3.6399872	0.0775788145
3.64	0.1143222051
3.6400128	0.1621367142
3.6400256	0.2120332426
3.6400384	0.2446617183
3.6400512	0.2466181803
3.640064	0.2147693455
3.6400768	0.1653225151
3.6400896	0.1168268149
3.6401024	0.07967723451
3.6401152	0.05701867196
3.8399616	0.03916093031
3.8399744	0.05182871316
3.8399872	0.07235548607
3.84	0.1038237418
3.8400128	0.1489769735
3.8400256	0.1981539879
3.8400384	0.2356102048
3.8400512	0.2441311515
3.840064	0.2185997013
3.8400768	0.171713667
3.8400896	0.1230943303
3.8401024	0.08528266361
3.8401152	0.06079929649
4.0399616	0.03496941062
4.0399744	0.04595471814
4.0399872	0.06361425147
4.04	0.092134023
4.0400128	0.1339620451
4.0400256	0.1823432796
4.0400384	0.2221777577
4.0400512	0.2364592912
4.040064	0.2177094278
4.0400768	0.1758129737
4.0400896	0.1279137987
4.0401024	0.08785955042
4.0401152	0.06181732578
4.2399744	0.04259009863
4.2399872	0.05837792986
4.24	0.08457641597
4.2400128	0.1220916263
4.2400256	0.1689061798
4.2400384	0.2109974657
4.2400512	0.2308970819
4.240064	0.2194262742
4.2400768	0.1804794679
4.2400896	0.1337925632
4.2401024	0.0929422068
4.2401152	0.06482439844
4.240128	0.04792541429
4.4799744	0.03898651346
4.4799872	0.0521670983
4.48	0.07411793138
4.4800128	0.1086415282
4.4800256	0.1535518266
4.4800384	0.1959342416
4.4800512	0.2211715526
4.480064	0.2175577375
4.4800768	0.1849189936
4.4800896	0.1401091125
4.4801024	0.09729167583
4.4801152	0.06652753631
4.480128	0.04736123914
4.7199744	0.03517749533
4.7199872	0.04687178652
4.72	0.06572826796
4.7200128	0.09523978724
4.7200256	0.1363227228
4.7200384	0.1796689045
4.7200512	0.2100037149
4.720064	0.2136423227
4.7200768	0.1874148616
4.7200896	0.1454869473
4.7201024	0.102943493
4.7201152	0.0712042748
4.720128	0.04968493465
4.9599744	0.03118899403
4.9599872	0.0414856528
4.96	0.05739458837
4.9600128	0.08375375785
4.9600256	0.1221155505
4.9600384	0.1651328072
4.9600512	0.1983974394
4.960064	0.2082796112
4.9600768	0.1901663041
4.9600896	0.1513510693
4.9601024	0.1090013384
4.9601152	0.07514647287
4.960128	0.05209604298
5.1999872	0.03516741292
5.2	0.04911209436
5.2000128	0.0722927945
5.2000256	0.1075249454
5.2000384	0.1489234073
5.2000512	0.1855279834
5.200064	0.2011993588
5.2000768	0.1887570427
5.2000896	0.153448243
5.2001024	0.1123022341
5.2001152	0.07674415982
5.200128	0.0526594553
5.2001408	0.0383534585
5.4399872	0.03339349669
5.44	0.04522446968
5.4400128	0.06494379318
5.4400256	0.09584839436
5.4400384	0.1358710825
5.4400512	0.1740159211
5.440064	0.1952382746
5.4400768	0.1897326551
5.4400896	0.1596496216
5.4401024	0.1191842481
5.4401152	0.0825079474
5.440128	0.05630955207
5.4401408	0.04027107002
5.6799872	0.02927439929
5.68	0.03948323905
5.6800128	0.05693637146
5.6800256	0.08382924142
5.6800384	0.1210436986
5.6800512	0.1594599035
5.680064	0.1852991399
5.6800768	0.1863304196
5.6800896	0.1617726514
5.6801024	0.1231840121
5.6801152	0.08586463412
5.680128	0.05775042908
5.6801408	0.03976267409
5.9199872	0.02610514823
5.92	0.03479846961
5.9200128	0.04936490686
5.9200256	0.07463826222
5.9200384	0.1084053943
5.9200512	0.1469418876
5.920064	0.1764628261
5.9200768	0.1841177794
5.9200896	0.1645572855
5.9201024	0.1289876247
5.9201152	0.09119558696
5.920128	0.06145699208
5.9201408	0.04183607993
6.2	0.03051579177
6.2000128	0.04231833743
6.2000256	0.0632306486
6.2000384	0.09357933062
6.2000512	0.130695368
6.200064	0.1631505848
6.2000768	0.1771248198
6.2000896	0.1650643149
6.2001024	0.1345346986
6.2001152	0.09649523257
6.200128	0.06519324365
6.2001408	0.04352164367
6.2001536	0.03018009599
6.48	0.02572174181
6.4800128	0.03635271711
6.4800256	0.05432876051
6.4800384	0.08093183923
6.4800512	0.1164883089
6.480064	0.1509345076
6.4800768	0.1706547647
6.4800896	0.1663044151
6.4801024	0.1404488375
6.4801152	0.1037075737
6.480128	0.07092068807
6.4801408	0.04788224274
6.4801536	0.03342109215
6.76	0.02329164405
6.7600128	0.03258372517
6.7600256	0.04630945323
6.7600384	0.07014188385
6.7600512	0.1021159307
6.760064	0.1374203081
6.7600768	0.1602850339
6.7600896	0.1627636409
6.7601024	0.142089523
6.7601152	0.1083328753
6.760128	0.07585908331
6.7601408	0.05105698115
6.7601536	0.03415935082
7.04	0.02047507333
7.0400128	0.02743734736
7.0400256	0.04022633052
7.0400384	0.06082239203
7.0400512	0.0899286903
7.040064	0.1234987441
7.0400768	0.1506096467
7.0400896	0.1586595663
7.0401024	0.143882525
7.0401152	0.1144812813
7.040128	0.0806101966
7.0401408	0.05369965502
7.0401536	0.03529552605
7.3200128	0.02503722324
7.3200256	0.03550203604
7.3200384	0.05227173425
7.3200512	0.0785676331
7.320064	0.1107859134
7.3200768	0.1399787743
7.3200896	0.1532380052
7.3201024	0.1450594151
7.3201152	0.1182208782
7.320128	0.08662171265
7.3201408	0.05857973919
7.3201536	0.03855906143
7.3201664	0.02720929346
7.6000128	0.02317784508
7.6000256	0.03130049846
7.6000384	0.04580411172
7.6000512	0.06802978884
7.600064	0.09869656608
7.6000768	0.1289042733
7.6000896	0.1480575819
7.6001024	0.1460873327
7.6001152	0.12407195
7.600128	0.09198411368
7.6001408	0.06214324453
7.6001536	0.04151208474
7.6001664	0.02840342025
7.8800128	0.02127463088
7.8800256	0.0276455913
7.8800384	0.03909017899
7.8800512	0.05808267636
7.880064	0.08593296351
7.8800768	0.116658107
7.8800896	0.1387529167
7.8801024	0.1422241438
7.8801152	0.125615998
7.880128	0.09562733782
7.8801408	0.06605495854
7.8801536	0.04291083137
7.8801664	0.029153427
8.2000128	0.01774249853
8.2000256	0.02377480289
8.2000384	0.03407363232
8.2000512	0.0508281608
8.200064	0.07488942834
8.2000768	0.1040340796
8.2000896	0.1289633938
8.2001024	0.1382943478
8.2001152	0.1279421883
8.200128	0.1029878199
8.2001408	0.07304265296
8.2001536	0.0486587004
8.2001664	0.03204812736
8.5200256	0.02083424103
8.5200384	0.02920612095
8.5200512	0.04251501459
8.520064	0.06419998155
8.5200768	0.09141814238
8.5200896	0.1174380104
8.5201024	0.1316993443
8.5201152	0.1281525617
8.520128	0.1070252231
8.5201408	0.07790224796
8.5201536	0.05242538398
8.5201664	0.03353396523
8.5201792	0.02256311116
8.8400256	0.01738512464
8.8400384	0.02441652532
8.8400512	0.03682918404
8.840064	0.05484214901
8.8400768	0.07956667319
8.8400896	0.1065290768
8.8401024	0.1247392346
8.8401152	0.1262962462
8.840128	0.1094732122
8.8401408	0.08319378524
8.8401536	0.05651577627
8.8401664	0.03674018404
8.8401792	0.02481476795
9.1600256	0.01480350146
9.1600384	0.02138891425
9.1600512	0.0300996157
9.160064	0.04583551888
9.1600768	0.0687591666
9.1600896	0.09561038678
9.1601024	0.1177557636
9.1601152	0.125028996
9.160128	0.1136044357
9.1601408	0.08964914814
9.1601536	0.06248602951
9.1601664	0.04130718932
9.1601792	0.02738745301
9.4800384	0.01930478108
9.4800512	0.02726766583
9.480064	0.04123622883
9.4800768	0.06013672497
9.4800896	0.08487496775
9.4801024	0.1072768826
9.4801152	0.1189596099
9.480128	0.1135925479
9.4801408	0.09326448815
9.4801536	0.06847665935
9.4801664	0.04508170085
9.4801792	0.02919424799
9.480192	0.01944810366
9.8000384	0.01471551133
9.8000512	0.02234289709
9.800064	0.03366429038
9.8000768	0.05075511493
9.8000896	0.07302614819
9.8001024	0.09678607276
9.8001152	0.1127956572
9.800128	0.1126668331
9.8001408	0.09620201051
9.8001536	0.07286230927
9.8001664	0.04945442469
9.8001792	0.03208544401
9.800192	0.02106281469
10.1200384	0.01364714953
10.1200512	0.01990116978
10.120064	0.02913787543
10.1200768	0.04366684946
10.1200896	0.06392286895
10.1201024	0.08663282958
10.1201152	0.1051064655
10.120128	0.1111624989
10.1201408	0.1004636949
10.1201536	0.07898607486
10.1201664	0.05578391177
10.1201792	0.03616254002
10.120192	0.02325628259
10.4800512	0.01494470731
10.480064	0.02279558673
10.4800768	0.03534852447
10.4800896	0.0534267695
10.4801024	0.0760531379
10.4801152	0.09637740895
10.480128	0.1053363143
10.4801408	0.100338147
10.4801536	0.08160813963
10.4801664	0.0594222713
10.4801792	0.03856585042
10.480192	0.02464834472
10.4802048	0.01452731116
10.8400512	0.01160699916
10.840064	0.01868406247
10.8400768	0.02999487185
10.8400896	0.04484968694
10.8401024	0.06586376385
10.8401152	0.08581056119
10.840128	0.09926603513
10.8401408	0.09883500275
10.8401536	0.08534040923
10.8401664	0.06435115628
10.8401792	0.04307612352
10.840192	0.02726031769
10.8402048	0.01699361712
11.2000512	0.008537517976
11.200064	0.01493223329
11.2000768	0.02354334659
11.2000896	0.03658725483
11.2001024	0.05512033071
11.2001152	0.07525254856
11.200128	0.09153848004
11.2001408	0.0969256552
11.2001536	0.08828830498
11.2001664	0.06954507138
11.2001792	0.04872714256
11.200192	0.03113171794
11.2002048	0.01913532885
11.560064	0.01037166472
11.5600768	0.01773948047
11.5600896	0.0287826887
11.5601024	0.04555298353
11.5601152	0.06495903439
11.560128	0.08320734216
11.5601408	0.09245504862
11.5601536	0.08853931853
11.5601664	0.07295970297
11.5601792	0.05306984347
11.560192	0.03454527085
11.5602048	0.02122254788
11.5602176	0.01212000589
11.920064	0.007290163896
11.9200768	0.01344690865
11.9200896	0.02266737189
11.9201024	0.03682322559
11.9201152	0.05505604735
11.920128	0.07316972862
11.9201408	0.08599719881
11.9201536	0.08681386206
11.9201664	0.07517550399
11.9201792	0.05673007377
11.920192	0.0387328104
11.9202048	0.02466064722
11.9202176	0.0154027766
12.280064	0.006013654048
12.2800768	0.01137754055
12.2800896	0.01854358296
12.2801024	0.03051341037
12.2801152	0.04655386191
12.280128	0.06528986436
12.2801408	0.079582005
12.2801536	0.08470872395
12.2801664	0.07762083316
12.2801792	0.06065387608
12.280192	0.04195058413
12.2802048	0.02675500795
12.2802176	0.01603782674
12.6400768	0.005980435944
12.6400896	0.01254587925
12.6401024	0.02283072119
12.6401152	0.03786298704
12.640128	0.05545428843
12.6401408	0.0729585538
12.6401536	0.08095849699
12.6401664	0.07811577455
12.6401792	0.06410907581
12.640192	0.04590607434
12.6402048	0.02890478323
12.6402176	0.01670056158
12.6402304	0.008360419329
13.0400768	0.002607357537
13.0400896	0.008036405805
13.0401024	0.01636706088
13.0401152	0.0281767597
13.040128	0.04497885926
13.0401408	0.06173687499
13.0401536	0.07441561881
13.0401664	0.07552182536
13.0401792	0.06533551181
13.040192	0.04892521624
13.0402048	0.0311906848
13.0402176	0.01835047433
13.0402304	0.009822129596
