sep=,

Average Count Rate ChA [kHz], Std. Count Rate ChA [kHz],Average Count Rate ChB [kHz], Std. Count Rate ChB [kHz]
1.663203840E+2,9.219856053E+0,1.255080917E+2,6.961733250E+0,

Count Trace ChA [kHz],Count Trace ChB [kHz]
1.597785950E+2,1.191711426E+2
1.536941528E+2,1.196670532E+2
1.667594910E+2,1.290702820E+2
1.500892639E+2,1.147460937E+2
1.724433899E+2,1.297950745E+2
1.547050476E+2,1.135826111E+2
1.617050171E+2,1.224136353E+2
1.704597473E+2,1.270294189E+2
1.615905762E+2,1.214027405E+2
1.666069031E+2,1.245880127E+2
1.615715027E+2,1.206207275E+2
1.623344421E+2,1.233291626E+2
1.563072205E+2,1.194953918E+2
1.660728455E+2,1.255035400E+2
1.618957520E+2,1.208305359E+2
1.663208008E+2,1.258850098E+2
1.674270630E+2,1.232337952E+2
1.624679565E+2,1.246261597E+2
1.658058167E+2,1.225090027E+2
1.658058167E+2,1.240539551E+2
1.698493958E+2,1.280593872E+2
1.627922058E+2,1.237106323E+2
1.676559448E+2,1.268005371E+2
1.639747620E+2,1.255798340E+2
1.708793640E+2,1.303672791E+2
1.504898071E+2,1.148414612E+2
1.524734497E+2,1.201057434E+2
1.644134521E+2,1.254844666E+2
1.665687561E+2,1.262664795E+2
1.498985291E+2,1.118469238E+2
1.833343506E+2,1.379013062E+2
1.576614380E+2,1.158714294E+2
1.673889160E+2,1.273536682E+2
1.586914062E+2,1.193809509E+2
1.812553406E+2,1.361465454E+2
1.577568054E+2,1.205444336E+2
1.594161987E+2,1.193618774E+2
1.751708984E+2,1.302337646E+2
1.623725891E+2,1.206398010E+2
1.818084717E+2,1.358032227E+2
1.654243469E+2,1.267433167E+2
1.663398743E+2,1.264953613E+2
1.491355896E+2,1.128959656E+2
1.766967773E+2,1.331901550E+2
1.702499390E+2,1.282691956E+2
1.540565491E+2,1.208686829E+2
1.725959778E+2,1.291656494E+2
1.676177979E+2,1.264762878E+2
1.705360413E+2,1.306533813E+2
1.681518555E+2,1.280212402E+2
1.787185669E+2,1.325416565E+2
1.768493652E+2,1.350975037E+2
1.771736145E+2,1.335716248E+2
1.776885986E+2,1.297569275E+2
1.713180542E+2,1.317787170E+2
1.802444458E+2,1.371574402E+2
1.639747620E+2,1.247978210E+2
1.836395264E+2,1.386642456E+2
1.775169373E+2,1.356124878E+2
1.741027832E+2,1.310729980E+2
1.770782471E+2,1.344680786E+2
1.647377014E+2,1.260566711E+2
1.813125610E+2,1.388931274E+2
1.833915710E+2,1.383781433E+2
1.945114136E+2,1.494407654E+2
1.827430725E+2,1.355171204E+2
1.801490784E+2,1.302528381E+2
1.881027222E+2,1.431083679E+2
1.805114746E+2,1.343917847E+2
1.971054077E+2,1.489448547E+2
1.844978333E+2,1.425170898E+2
2.024078369E+2,1.525688171E+2
1.856040955E+2,1.406097412E+2
1.856040955E+2,1.372909546E+2
1.815223694E+2,1.340866089E+2
1.826286316E+2,1.363372803E+2
1.960563660E+2,1.446914673E+2
1.682472229E+2,1.248168945E+2
1.798248291E+2,1.348876953E+2
1.706886292E+2,1.237487793E+2
1.804542542E+2,1.355361938E+2
1.828765869E+2,1.391792297E+2
1.800918579E+2,1.346588135E+2
1.707267761E+2,1.307296753E+2
1.726531982E+2,1.321411133E+2
1.905250549E+2,1.456069946E+2
1.766204834E+2,1.295852661E+2
1.733207703E+2,1.339912415E+2
1.585197449E+2,1.222229004E+2
1.667213440E+2,1.246261597E+2
1.726150513E+2,1.290130615E+2
1.717758179E+2,1.260757446E+2
1.774024963E+2,1.363754272E+2
1.709556580E+2,1.294136047E+2
1.817321777E+2,1.325035095E+2
1.715278625E+2,1.264762878E+2
1.943588257E+2,1.455688477E+2
1.804733276E+2,1.357841492E+2
1.753425598E+2,1.287841797E+2
1.588821411E+2,1.202964783E+2
1.690483093E+2,1.263809204E+2
1.825904846E+2,1.396369934E+2
1.629066467E+2,1.254272461E+2
1.747703552E+2,1.301383972E+2
1.610755920E+2,1.207351685E+2
1.790046692E+2,1.376533508E+2
1.501464844E+2,1.111030579E+2
1.609802246E+2,1.204109192E+2
1.662254333E+2,1.233482361E+2
1.536560059E+2,1.200294495E+2
1.588058472E+2,1.214599609E+2
1.594734192E+2,1.234626770E+2
1.774406433E+2,1.335716248E+2
1.708984375E+2,1.266288757E+2
1.671791077E+2,1.290512085E+2
1.610755920E+2,1.240539551E+2
1.616477966E+2,1.227569580E+2
1.618957520E+2,1.246261597E+2
1.645088196E+2,1.237869263E+2
1.687431335E+2,1.279258728E+2
1.583099365E+2,1.163101196E+2
1.739311218E+2,1.304435730E+2
1.572608948E+2,1.177406311E+2
1.611137390E+2,1.208305359E+2
1.740074158E+2,1.302909851E+2
1.653289795E+2,1.216506958E+2
1.653671265E+2,1.260757446E+2
1.715469360E+2,1.247596741E+2
1.734924316E+2,1.321601868E+2
1.737213135E+2,1.315689087E+2
1.641082764E+2,1.239013672E+2
1.727485657E+2,1.278114319E+2
1.750183105E+2,1.337051392E+2
1.646995544E+2,1.285934448E+2
1.637649536E+2,1.224899292E+2
1.704597473E+2,1.307487488E+2
1.592063904E+2,1.195526123E+2
1.646614075E+2,1.243209839E+2
1.643753052E+2,1.249504089E+2
1.683425903E+2,1.260757446E+2
1.758003235E+2,1.312446594E+2
1.641464233E+2,1.226043701E+2
1.699829102E+2,1.255416870E+2
1.583671570E+2,1.190376282E+2
1.688575745E+2,1.275825500E+2
1.677131653E+2,1.267242432E+2
1.713943481E+2,1.315879822E+2
1.627540588E+2,1.199722290E+2
1.681137085E+2,1.272583008E+2
1.589775085E+2,1.229286194E+2
1.629257202E+2,1.222991943E+2
1.610565186E+2,1.229858398E+2
1.661109924E+2,1.190567017E+2
1.667404175E+2,1.278877258E+2
1.598739624E+2,1.211929321E+2
1.636123657E+2,1.224136353E+2
