Lag Time [s]	Correlation Function
4.9600768	0.4374286148
4.9600896	0.3380870257
4.9601024	0.2386605525
4.9601152	0.1653645083
4.960128	0.11974901
5.1999872	0.1078528716
5.2	0.1408214559
5.2000128	0.2034225055
5.2000256	0.2942778754
5.2000384	0.3950705707
5.2000512	0.4752232475
5.200064	0.4994327503
5.2000768	0.4537928363
5.2000896	0.3593268018
5.2001024	0.2589099375
5.2001152	0.1776483515
5.200128	0.1274608828
5.2001408	0.1020569645
5.4399872	0.1053372127
5.44	0.13311411
5.4400128	0.1878340233
5.4400256	0.2718658886
5.4400384	0.3742053645
5.4400512	0.4632807486
5.440064	0.4999700519
5.4400768	0.4685092013
5.4400896	0.3823746933
5.4401024	0.2810918056
5.4401152	0.1932552771
5.440128	0.1359659095
5.4401408	0.1068953411
5.6799872	0.09887036585
5.68	0.1223668854
5.6800128	0.1718336887
5.6800256	0.2494785723
5.6800384	0.3506239465
5.6800512	0.4442916644
5.680064	0.4971315093
5.6800768	0.4810555037
5.6800896	0.4045822085
5.6801024	0.301693456
5.6801152	0.2101056167
5.680128	0.1466307662
5.6801408	0.1090273843
5.9199872	0.09712430889
5.92	0.1179164614
5.9200128	0.1583358238
5.9200256	0.2298976192
5.9200384	0.3274002222
5.9200512	0.425249275
5.920064	0.4908950544
5.9200768	0.4894741364
5.9200896	0.426206652
5.9201024	0.3264335342
5.9201152	0.2288516987
5.920128	0.156800262
5.9201408	0.1160195563
6.2	0.1104068332
6.2000128	0.1453961051
6.2000256	0.2090368873
6.2000384	0.2997382309
6.2000512	0.4015205382
6.200064	0.4777967778
6.2000768	0.4969330442
6.2000896	0.4476617944
6.2001024	0.3533623145
6.2001152	0.2520780456
6.200128	0.1727022685
6.2001408	0.1239625076
6.2001536	0.1012366017
6.48	0.1053735564
6.4800128	0.1338087679
6.4800256	0.1906178454
6.4800384	0.275895112
6.4800512	0.376096292
6.480064	0.4634546648
6.4800768	0.4979854262
6.4800896	0.463558142
6.4801024	0.3789697828
6.4801152	0.276694097
6.480128	0.1912738791
6.4801408	0.1354043791
6.4801536	0.1075086026
6.76	0.101029568
6.7600128	0.1226833189
6.7600256	0.1726817531
6.7600384	0.2503655719
6.7600512	0.3503050875
6.760064	0.4454348511
6.7600768	0.4946693527
6.7600896	0.4789387074
6.7601024	0.4044295388
6.7601152	0.3019885323
6.760128	0.2109586491
6.7601408	0.1460125239
6.7601536	0.1112900117
7.04	0.09847649577
7.0400128	0.1164306818
7.0400256	0.1564957984
7.0400384	0.2277421601
7.0400512	0.323593973
7.040064	0.4226884128
7.0400768	0.4884233939
7.0400896	0.4911020503
7.0401024	0.4271708795
7.0401152	0.3284992387
7.040128	0.2313301679
7.0401408	0.1585976873
7.0401536	0.1163515487
7.3200128	0.1092546274
7.3200256	0.1440533273
7.3200384	0.2077649892
7.3200512	0.296434156
7.320064	0.3981667803
7.3200768	0.4759240206
7.3200896	0.4963630631
7.3201024	0.4477788832
7.3201152	0.356265634
7.320128	0.2545909378
7.3201408	0.1749741919
7.3201536	0.1254361787
7.3201664	0.1016895372
7.6000128	0.1055844297
7.6000256	0.1312933116
7.6000384	0.1865015939
7.6000512	0.2707778811
7.600064	0.3711973586
7.6000768	0.4589564512
7.6000896	0.4961373255
7.6001024	0.465591105
7.6001152	0.379889086
7.600128	0.2785181992
7.6001408	0.1936356422
7.6001536	0.1343581935
7.6001664	0.1060843666
7.8800128	0.09962761564
7.8800256	0.1216449211
7.8800384	0.1694761962
7.8800512	0.2455479333
7.880064	0.3459598798
7.8800768	0.4412491162
7.8800896	0.4932933939
7.8801024	0.4804734369
7.8801152	0.4059482228
7.880128	0.30506536
7.8801408	0.212949463
7.8801536	0.1475323978
7.8801664	0.1108087492
8.2000128	0.09817462427
8.2000256	0.114753189
8.2000384	0.1527589434
8.2000512	0.2211464125
8.200064	0.3152112255
8.2000768	0.4162828702
8.2000896	0.4849287897
8.2001024	0.4914221933
8.2001152	0.43127866
8.200128	0.3345985589
8.2001408	0.2365300412
8.2001536	0.1642720108
8.2001664	0.1190004964
8.5200256	0.1062833029
8.5200384	0.1371273161
8.5200512	0.195294959
8.520064	0.2827992776
8.5200768	0.385356729
8.5200896	0.4678265519
8.5201024	0.4956799726
8.5201152	0.4540382411
8.520128	0.3649410832
8.5201408	0.2636317025
8.5201536	0.182085791
8.5201664	0.1281619994
8.5201792	0.1026463956
8.8400256	0.1004552789
8.8400384	0.124730251
8.8400512	0.1761079057
8.840064	0.2556588641
8.8400768	0.3574102423
8.8400896	0.4475956301
8.8401024	0.4943407925
8.8401152	0.4734681225
8.840128	0.3939701842
8.8401408	0.2912385083
8.8401536	0.2019846272
8.8401664	0.1392345898
8.8401792	0.1066572083
9.1600256	0.09686640644
9.1600384	0.1162587065
9.1600512	0.1571118018
9.160064	0.2290431019
9.1600768	0.3263842737
9.1600896	0.4225288492
9.1601024	0.4878952631
9.1601152	0.4869242678
9.160128	0.4210250974
9.1601408	0.3216510246
9.1601536	0.2238765199
9.1601664	0.1560188818
9.1601792	0.114161799
9.4800384	0.1076701402
9.4800512	0.1412625804
9.480064	0.2047332402
9.4800768	0.2951058805
9.4800896	0.3965329346
9.4801024	0.473388661
9.4801152	0.4944484566
9.480128	0.4454122928
9.4801408	0.3521058402
9.4801536	0.2510395757
9.4801664	0.1703200621
9.4801792	0.1233719427
9.480192	0.09852547291
9.8000384	0.09961473762
9.8000512	0.126981441
9.800064	0.1826757067
9.8000768	0.265974365
9.8000896	0.3664011406
9.8001024	0.4545005839
9.8001152	0.4957119575
9.800128	0.4676113858
9.8001408	0.3836029028
9.8001536	0.2801118589
9.8001664	0.1917072851
9.8001792	0.1331282404
9.800192	0.1041285383
10.1200384	0.09868220828
10.1200512	0.117679502
10.120064	0.1643355934
10.1200768	0.237950727
10.1200896	0.3378800831
10.1201024	0.4321555801
10.1201152	0.4906288273
10.120128	0.4802746252
10.1201408	0.4103896947
10.1201536	0.3098755297
10.1201664	0.2170278026
10.1201792	0.1489943026
10.120192	0.1112065706
10.4800512	0.1082685556
10.480064	0.1453141974
10.4800768	0.2105192974
10.4800896	0.3028947286
10.4801024	0.4059527876
10.4801152	0.4782595013
10.480128	0.4925754549
10.4801408	0.441229732
10.4801536	0.3447021137
10.4801664	0.244701353
10.4801792	0.1682348433
10.480192	0.1218091695
10.4802048	0.09916163975
10.8400512	0.1026454065
10.840064	0.130978645
10.8400768	0.1856751933
10.8400896	0.2724126592
10.8401024	0.3724630971
10.8401152	0.4584549201
10.840128	0.4971501808
10.8401408	0.4617792021
10.8401536	0.3789624262
10.8401664	0.2763658927
10.8401792	0.1909981431
10.840192	0.1323089144
10.8402048	0.1046607926
11.2000512	0.0980633371
11.200064	0.1191503265
11.2000768	0.1620477579
11.2000896	0.2385385117
11.2001024	0.335942935
11.2001152	0.43306822
11.200128	0.4901370552
11.2001408	0.478899782
11.2001536	0.4075450003
11.2001664	0.3077542837
11.2001792	0.2153618455
11.200192	0.1491601374
11.2002048	0.1118098076
11.560064	0.1099828387
11.5600768	0.1455703858
11.5600896	0.2124877577
11.5601024	0.3033314313
11.5601152	0.4048558626
11.560128	0.4797132836
11.5601408	0.4929210138
11.5601536	0.438552337
11.5601664	0.342821778
11.5601792	0.243059956
11.560192	0.1668775999
11.5602048	0.1223870897
11.5602176	0.09954122818
11.920064	0.1021099112
11.9200768	0.1311942272
11.9200896	0.1869027974
11.9201024	0.2722377777
11.9201152	0.3728243903
11.920128	0.4603331548
11.9201408	0.497671811
11.9201536	0.4632417468
11.9201664	0.3774609064
11.9201792	0.2747459734
11.920192	0.1891992665
11.9202048	0.1337037927
11.9202176	0.1043562804
12.280064	0.0988372454
12.2800768	0.1199161474
12.2800896	0.1654103796
12.2801024	0.240135556
12.2801152	0.3381242733
12.280128	0.4346452401
12.2801408	0.4902134787
12.2801536	0.4818077611
12.2801664	0.4070566632
12.2801792	0.3075666658
12.280192	0.213898736
12.2802048	0.1476264871
12.2802176	0.1107126906
12.6400768	0.1105873189
12.6400896	0.1451384508
12.6401024	0.2125245506
12.6401152	0.3054811254
12.640128	0.4058099889
12.6401408	0.4801822681
12.6401536	0.4921879441
12.6401664	0.4372689336
12.6401792	0.3428998566
12.640192	0.2439136482
12.6402048	0.1685964638
12.6402176	0.1206777354
12.6402304	0.09971265215
13.0400768	0.1037534158
13.0400896	0.1306535378
13.0401024	0.1844498829
13.0401152	0.269247918
13.040128	0.3697484046
13.0401408	0.4586877911
13.0401536	0.4948562843
13.0401664	0.4629135266
13.0401792	0.3791927498
13.040192	0.275720779
13.0402048	0.1916301578
13.0402176	0.1347057338
13.0402304	0.1066293012
