t	a	mu	sigma	area	r2
0.04000048000576007	0.5294878007803963	0.04000042992601812	3.975068612982386e-05	0.661226819899634	0.995963136020549
0.08000096001152014	0.5249513290364238	0.0800009199557053	4.008242712560038e-05	0.6610326698568313	0.9960088761368945
0.1200014400172802	0.5252171913665065	0.12000136081590697	4.005317755307053e-05	0.6608848274219563	0.9962994427146332
0.16000192002304028	0.5278773656583077	0.16000182955844347	3.9760015093720245e-05	0.6593704103204945	0.9962001399850882
0.20000240002880035	0.5281032330328033	0.20000240746995668	3.957539720240604e-05	0.6565895725613901	0.9957397184249915
0.2400028800345604	0.5250910642556975	0.2400028242448572	3.9934558380305536e-05	0.658769352466431	0.9963689258651043
0.2800033600403205	0.5228651375602602	0.2800033002934097	4.0060126815013513e-05	0.6580393706565355	0.996234979151991
0.32000384004608057	0.5233500341219282	0.32000374875988813	4.002499920492934e-05	0.6580720740648052	0.996179797436872
0.4000048000576007	0.5246607528435092	0.40000479747631656	3.990702236169195e-05	0.6577756238440785	0.9958910545822756
0.4800057600691208	0.5240586737801384	0.48000568144451244	3.992181118664245e-05	0.6572642677297502	0.9964983420670975
0.560006720080641	0.5224203904789538	0.5600066131984944	4.0001057165922175e-05	0.6565101748717277	0.9961154371987424
0.6400076800921611	0.5219493646109066	0.6400075615507256	4.0093208765507835e-05	0.657429308629337	0.9959971919562488
0.7200086401036813	0.522019983057586	0.7200084659740362	3.992708706296616e-05	0.6547939042054716	0.9961654818656369
0.8000096001152014	0.5210313693700052	0.8000094734709959	4.021982635721957e-05	0.6583455969264542	0.9959729746285323
0.8800105601267215	0.5214149028664969	0.8800103851890888	4.019527316822524e-05	0.6584280088178341	0.995942735199452
1.0000120001440016	0.5202995939508831	1.000011735339163	4.029270111127004e-05	0.6586121555543966	0.99614011668617
1.120013440161282	0.5218045034198855	1.1200133085789623	4.001762601194338e-05	0.6560078205408925	0.9961391888248166
1.2400148801785622	0.5211857252726858	1.2400148020142217	3.996927258127361e-05	0.6544381818811873	0.996274341772256
1.3600163201958424	0.5204243882788147	1.3600161297765916	3.991689177549406e-05	0.6526257865663176	0.9962529317325708
1.4800177602131226	0.5202246773611683	1.480017592047227	3.9876259130456475e-05	0.6517112707122836	0.9960284591736972
1.6000192002304028	0.5184974753598024	1.6000189405507852	4.012504260821536e-05	0.6535999726710219	0.9959261682159666
1.720020640247683	0.5184180037079402	1.7200203593116323	4.020053987183369e-05	0.6547293858257409	0.99625107327133
1.8800225602707232	0.5172802148724228	1.880022277640455	4.019638460800108e-05	0.6532249034551092	0.9960477416827522
2.0400244802937633	0.5171939579152874	2.0400242581908223	4.02523203894804e-05	0.6540248292976117	0.996051221463512
2.2000264003168035	0.5174080790052311	2.2000261511756682	4.0310917819843874e-05	0.6552480917938034	0.9961918642793929
2.360028320339844	0.5159930546406261	2.3600280128322106	4.029585285698194e-05	0.6532118890274707	0.9960137276061274
2.5200302403628845	0.5171639277910498	2.520029959800871	4.0176117826050196e-05	0.6527487772189148	0.9957948200804436
2.6800321603859247	0.5162507029080454	2.680031824417565	4.01494765079083e-05	0.6511640501366623	0.9961738837558031
2.840034080408965	0.5170944553024872	2.8400337393229576	4.015931913417074e-05	0.6523881963569452	0.9959363070034951
3.0400364804377653	0.514911561619219	3.04003607184525	4.032353926060899e-05	0.6522906598856175	0.9957346322184606
3.2400388804665656	0.5158514841391258	3.2400384281463017	4.012308616214238e-05	0.650232821642005	0.9961565753687486
3.440041280495366	0.5156669406458131	3.4400407804331343	4.0156108741775173e-05	0.650535174743381	0.995778832548268
3.6400436805241663	0.5160373896171699	3.6400430644235686	4.0144982171017694e-05	0.6508221297845048	0.9958061654748595
3.8400460805529666	0.5155395901962719	3.8400454978291694	4.014670555660897e-05	0.6502222214497637	0.9959551166306831
4.040048480581767	0.5141052362832701	4.04004790466554	4.041525902040576e-05	0.6527505801732567	0.99616994320027
4.240050880610567	0.5149798472303644	4.2400503285831235	4.027450076557386e-05	0.6515837915118639	0.9962583854868836
4.480053760645128	0.5145769997340377	4.48005310254232	4.013666799683682e-05	0.6488458918052038	0.9960751243663637
4.720056640679688	0.514373044227722	4.720056104761615	4.026104368412624e-05	0.6505985676999023	0.9961696963729427
4.960059520714249	0.5148097914009285	4.9600589044149155	4.03117725094807e-05	0.6519714309038086	0.9961153447051573
5.200062400748809	0.5129355461359815	5.200061770058457	4.0203972378510754e-05	0.64786069876888	0.9960754421074269
5.44006528078337	0.5129775322253384	5.440064530321653	4.0319068715941315e-05	0.649768583046311	0.9962066203394394
5.68006816081793	0.5126426695727185	5.680067468231328	4.013798293098086e-05	0.6464280128931181	0.9960004695631218
5.92007104085249	0.5119485382518493	5.920070343517738	4.0316992469693795e-05	0.6484318036434779	0.9958885325585343
6.20007440089281	0.5116393842484457	6.200073699040939	4.030785451665089e-05	0.6478933504870004	0.9959674323047484
6.480077760933131	0.510376360760416	6.4800769140471255	4.05098950348108e-05	0.6495334797963316	0.9961877493527623
6.760081120973451	0.5107497628064778	6.760080223508813	4.040581811109258e-05	0.6483387074043423	0.9958213867891526
7.040084481013772	0.5111992445547295	7.040083490321882	4.034033595296858e-05	0.6478576431124264	0.9959942222266958
7.320087841054092	0.5104014575823899	7.320086840355634	4.039833480129161e-05	0.647776580667529	0.9960602464890086
7.600091201094413	0.5089761066063374	7.600090162150249	4.036950640450501e-05	0.645506630086907	0.9961373096777235
7.880094561134733	0.5100163644815489	7.88009348680945	4.030964289219365e-05	0.6458667610956853	0.9959438371909707
8.200098401180814	0.509466584470591	8.200097153753815	4.04469402353724e-05	0.6473680331154803	0.9962804647516488
8.520102241226894	0.5085968622209457	8.520101113287772	4.020846779352218e-05	0.6424525734865065	0.9961023299669697
8.840106081272975	0.5090018642262307	8.840104764729725	4.013800228174832e-05	0.6418373690074528	0.9956724907302441
9.160109921319055	0.5086710425422287	9.160108557330895	4.0167770502263795e-05	0.6418959191919681	0.9960992376593031
9.480113761365136	0.5087591879787958	9.480112331379068	4.001875380210443e-05	0.6396253956286573	0.995721726586291
9.800117601411216	0.5094328662503124	9.800116244363437	3.9913250816136654e-05	0.6387838596031498	0.9953890128651957
10.120121441457297	0.5076341151505834	10.120119932014548	4.022825039796801e-05	0.6415519335468415	0.99578427072944
10.480125761509138	0.5093943152074333	10.48012420226887	4.01202415921237e-05	0.6420480129221118	0.9956243442189121
10.840130081560979	0.5087448279704331	10.840128361012356	4.019091982178751e-05	0.642359017994898	0.9956712137211173
11.20013440161282	0.5065981762855061	11.200132624661602	4.0167692253650016e-05	0.6392789078988015	0.9961973250029966
11.560138721664659	0.5089520441684232	11.560136831029904	4.0121637418298046e-05	0.6415128862078974	0.9962433487781238
11.9201430417165	0.5098404237085862	11.920141060379281	4.006736580161475e-05	0.6417633772576943	0.9961000990832901
12.280147361768341	0.5079781610293939	12.280145254862774	4.01450276520452e-05	0.6406586225030214	0.9962043239251303
12.640151681820182	0.5086599105792025	12.640149552786758	4.022041921131773e-05	0.6427231992308985	0.995934458069701
