ome	zstar	zpr	zppr	zstarFi	zprFi	zpprFi	zprS	zpprS	zC
11159.157483609995	82.76679137146749	60.59779480295193	56.375961357189794	82.52470943122135	65.86359751727117	49.72237110989806	65.29263839413969	49.37509827463366	(65.29263839413969+49.37509827463366j)
10415.31050644448	80.09817658417005	59.218714199222454	53.93386487819778	79.80029081393576	64.4884282829657	47.003500205639035	63.79956990785026	46.896668769573274	(63.79956990785026+46.896668769573274j)
9764.433052605891	77.70916118487024	57.97041431104489	51.750795130721855	77.35270918073242	63.263992701201744	44.50964889887649	62.42047558041655	44.66153850930814	(62.42047558041655+44.66153850930814j)
8679.613757187812	73.60106921674347	55.81131229218427	47.98140066809371	73.20853008848572	60.56734758558341	41.12280734779475	60.04268384079408	40.866019798393474	(60.04268384079408+40.866019798393474j)
7811.7371350454105	70.18517143207141	54.02175324921494	44.806344024369906	69.75910928510845	58.353871979302276	38.22510893738441	58.00152593078848	37.75532970419584	(58.00152593078848+37.75532970419584j)
7101.642254771419	67.29250313366295	52.52307283722766	42.06670652344103	66.83482945857035	56.501977067190055	35.69903382803116	56.241988257759644	35.18863589980384	(56.241988257759644+35.18863589980384j)
6509.886890715277	64.8067228943611	51.25083143668721	39.66438716726607	64.31876435505133	54.928148138409625	33.46344259405401	54.70181293237122	33.034619262185174	(54.70181293237122+33.034619262185174j)
6009.163975061973	62.64457261419834	50.154612609617146	37.5347480608942	62.12696979099078	53.57260006866919	31.460084190814033	53.32023875373017	31.155444568625025	(53.32023875373017+31.155444568625025j)
5579.967915184491	60.74462722606207	49.19553842873797	35.6329725891597	60.19723839268592	52.39112662363566	29.645865836774515	52.065599522009194	29.46858536692595	(52.065599522009194+29.46858536692595j)
5207.994271206305	59.06041417237784	48.34407748884458	33.92613585372492	58.482304428298114	51.35020035432468	27.988155616525553	50.974912672729296	27.990390401715153	(50.974912672729296+27.990390401715153j)
