t	icf
1e-08	0.9704071414389972
1.25e-08	0.9602071079029024
2.5e-08	0.9355075615082099
3.75e-08	0.9418953752154194
5e-08	0.9485265342241674
6.25e-08	0.917378337732942
7.5e-08	0.9307014921442349
8.75e-08	0.9369676332564448
1e-07	0.9424429021697154
1.125e-07	0.9392794134832771
1.25e-07	0.9438421375983991
1.375e-07	0.9434162834138791
1.5e-07	0.9406178126297959
1.6249999999999998e-07	0.9532717674487707
1.7499999999999997e-07	0.9323440729630673
1.8749999999999995e-07	0.9541843122855657
1.9999999999999994e-07	0.9414695212021954
2.1249999999999992e-07	0.9409219942218217
2.3749999999999992e-07	0.940222376563002
2.624999999999999e-07	0.9358725796053387
2.874999999999999e-07	0.9360246704512403
3.1249999999999987e-07	0.9432946109023904
3.3749999999999984e-07	0.9271729858452016
3.624999999999998e-07	0.9305798198987357
3.874999999999998e-07	0.9285418031513857
4.1249999999999976e-07	0.9420322573158451
4.6249999999999975e-07	0.935036080528851
5.124999999999998e-07	0.9252718510445654
5.624999999999997e-07	0.9371805610870837
6.124999999999996e-07	0.9315836196184636
6.624999999999996e-07	0.9303364751602138
7.124999999999995e-07	0.9332262006137763
7.624999999999995e-07	0.9225798445512806
8.124999999999994e-07	0.9284733630213562
9.124999999999994e-07	0.9369220074764382
1.0124999999999994e-06	0.9356444450331669
1.1124999999999995e-06	0.9328231610038813
1.2124999999999994e-06	0.9315912258964452
1.3124999999999993e-06	0.934374488021483
1.4124999999999992e-06	0.9171806230797519
1.512499999999999e-06	0.9305113824854178
1.612499999999999e-06	0.9277015047345094
1.812499999999999e-06	0.9247243281874787
2.012499999999999e-06	0.9277205181380017
2.2124999999999987e-06	0.9243973350973838
2.4124999999999985e-06	0.9209905022020046
2.6124999999999983e-06	0.9179486873538625
2.812499999999998e-06	0.9202376551141244
3.012499999999998e-06	0.9253098847675072
3.2124999999999976e-06	0.9217642679499013
3.6124999999999976e-06	0.9213840437411246
4.012499999999998e-06	0.9188555370553969
4.412499999999997e-06	0.9204220755185728
4.812499999999997e-06	0.9176407181248805
5.212499999999996e-06	0.9163783678098104
5.612499999999996e-06	0.912946822550801
6.012499999999995e-06	0.9149582272224606
6.412499999999995e-06	0.9142253409235195
7.212499999999995e-06	0.9118955078491361
8.012499999999995e-06	0.9104592087825758
8.812499999999994e-06	0.909627471102154
9.612499999999993e-06	0.9091236796813185
1.0412499999999992e-05	0.9077957466039251
1.1212499999999991e-05	0.9060457618678813
1.201249999999999e-05	0.9054763824295344
1.281249999999999e-05	0.9021532039103017
1.441249999999999e-05	0.9009479071747897
1.601249999999999e-05	0.9007231223718659
1.7612499999999988e-05	0.8949631830436436
1.9212499999999986e-05	0.8952787984202845
2.0812499999999984e-05	0.8936462264206486
2.2412499999999982e-05	0.8908986394632631
2.401249999999998e-05	0.8886686376403946
2.561249999999998e-05	0.8858074021312634
2.881249999999998e-05	0.8847953505717449
3.201249999999998e-05	0.8818667198924423
3.521249999999998e-05	0.8784293491678318
3.841249999999998e-05	0.8770242482327586
4.1612499999999975e-05	0.8738589356680785
4.481249999999997e-05	0.8710085016604169
4.801249999999997e-05	0.8688980878713134
5.1212499999999964e-05	0.8659943097319941
5.7612499999999964e-05	0.8621002787094133
6.401249999999996e-05	0.8584136933170631
7.041249999999996e-05	0.8548212234090856
7.681249999999995e-05	0.8513586112249117
8.321249999999994e-05	0.8487161819119111
8.961249999999994e-05	0.8450850489341045
9.601249999999993e-05	0.8420938239762978
0.00010241249999999992	0.8397240609487481
0.00011521249999999992	0.8355510184369298
0.00012801249999999992	0.8305643946347323
0.00014081249999999993	0.8268586210904444
0.00015361249999999992	0.8226014790204054
0.0001664124999999999	0.8197726670737451
0.0001792124999999999	0.8170877595955667
0.00019201249999999988	0.8138153466242861
0.00020481249999999986	0.8114952131567968
0.00023041249999999986	0.8070632625794711
0.00025601249999999986	0.8024079992349576
0.00028161249999999983	0.7990121581291372
0.0003072124999999998	0.795865140660717
0.0003328124999999998	0.7933438405344065
0.00035841249999999975	0.7901979478642891
0.0003840124999999997	0.7878328819635549
0.0004096124999999997	0.786365932408882
0.0004608124999999997	0.7825976579640789
0.0005120124999999997	0.7791970907144429
0.0005632124999999997	0.7763617520466318
0.0006144124999999997	0.773978025166517
0.0006656124999999996	0.7716986074852843
0.0007168124999999996	0.7695270592480482
0.0007680124999999995	0.7676277447276951
0.0008192124999999995	0.7658492605114985
0.0009216124999999995	0.7625133809787412
0.0010240124999999994	0.7599194369432443
0.0011264124999999995	0.7573699685341054
0.0012288124999999994	0.7552974136884875
0.0013312124999999993	0.7537163627672616
0.0014336124999999992	0.7522334207295445
0.001536012499999999	0.7508904698221742
0.001638412499999999	0.749482609352402
0.001843212499999999	0.746885429485561
0.002048012499999999	0.7451460553776317
0.0022528124999999987	0.743325660295825
0.0024576124999999985	0.741949343178822
0.0026624124999999983	0.7406385248565791
0.002867212499999998	0.7396848838244929
0.003072012499999998	0.7389960208582173
0.0032768124999999976	0.7385230803781483
0.0036864124999999976	0.7367331091308668
0.004096012499999998	0.7355426283518898
0.004505612499999997	0.734638140610928
0.004915212499999997	0.733230853068177
0.005324812499999996	0.7321249606508217
0.005734412499999996	0.7310139106364404
0.006144012499999995	0.7300282366137115
0.006553612499999995	0.7296748154793405
0.007372812499999995	0.7287007176516104
0.008192012499999995	0.7279772222261908
0.009011212499999994	0.7268988988449409
0.009830412499999993	0.7264401799442163
0.010649612499999992	0.7260696210177626
0.011468812499999991	0.7254512456060511
0.01228801249999999	0.72552810460078
0.01310721249999999	0.7252104057598147
0.01474561249999999	0.7246099875068676
0.01638401249999999	0.723624698440653
0.018022412499999987	0.7231520637318718
0.019660812499999986	0.7229990683157617
0.021299212499999984	0.7223846747405547
0.022937612499999982	0.7215643821063099
0.02457601249999998	0.7213037021488529
0.02621441249999998	0.7216185484789872
0.029491212499999978	0.720942147097631
0.03276801249999998	0.7206648784836722
0.03604481249999998	0.7203995853901439
0.03932161249999998	0.7198890491657259
0.042598412499999974	0.7196242182320107
0.04587521249999997	0.719714081145739
0.04915201249999997	0.7197951869557999
0.05242881249999996	0.7194250441533986
0.05898241249999996	0.719200161287198
0.06553601249999996	0.719171890154327
0.07208961249999996	0.719555675416524
0.07864321249999995	0.7196349295335733
0.08519681249999994	0.7193651593181556
0.09175041249999993	0.7192944295634177
0.09830401249999993	0.719539447841186
0.10485761249999992	0.7199049564406014
0.11796481249999992	0.7194923515638506
0.13107201249999992	0.7191224935092205
0.14417921249999993	0.7191659085377823
0.15728641249999992	0.7177730768374193
0.1703936124999999	0.716688017042316
0.1835008124999999	0.7161179884776571
0.19660801249999987	0.7153231217132782
0.20971521249999986	0.7156177824069113
0.23592961249999986	0.7166251880095809
0.26214401249999986	0.7183260635874876
0.2883584124999998	0.7157374255454633
0.3145728124999998	0.7161418475738351
0.34078721249999977	0.7167556216689853
0.36700161249999974	0.716591022158752
0.3932160124999997	0.7161343273976611
0.4194304124999997	0.7158321116090521
0.4718592124999997	0.7155562024598748
0.5242880124999997	0.7147820625164307
0.5767168124999997	0.7149276343394518
0.6291456124999997	0.7157875304999752
0.6815744124999996	0.7138741391918308
0.7340032124999996	0.7130709988479187
0.7864320124999995	0.7160109450132777
0.8388608124999994	0.7171522850908932
0.9437184124999994	0.7168840247324869
1.0485760124999994	0.7160381016875694
1.1534336124999993	0.713470298438973
1.2582912124999992	0.7121403200636429
1.363148812499999	0.7103708784986579
1.468006412499999	0.7093797581044294
1.5728640124999989	0.7109257171772133
1.6777216124999987	0.7125870482438205
1.8874368124999987	0.7110333877232186
2.0971520124999987	0.7127114025816557
2.3068672124999985	0.7118014597449361
2.5165824124999983	0.7105816596341149
2.726297612499998	0.7089584716732621
2.936012812499998	0.7105889565628836
3.1457280124999976	0.7087742378003358
3.3554432124999973	0.7077564743960422
3.7748736124999973	0.7076991291860067
4.194304012499997	0.7099266048880423
4.613734412499998	0.7068649763368856
5.033164812499997	0.70835617050399
5.452595212499997	0.7072600402784357
5.872025612499996	0.7053630038873361
6.291456012499996	0.7056976221594953
6.710886412499995	0.7060760559184072
7.549747212499995	0.7030523468089757
8.388608012499995	0.7016699000844665
9.227468812499996	0.6983705672274546
10.066329612499995	0.6979303946968157
10.905190412499994	0.6987094683271152
11.744051212499993	0.6989363648432511
12.582912012499992	0.6988493392384367
