sep=,

Average Count Rate ChA [kHz], Std. Count Rate ChA [kHz],Average Count Rate ChB [kHz], Std. Count Rate ChB [kHz]
6.917686062E+1,5.863149515E+1,6.338700715E+1,5.389018123E+1,

Count Trace ChA [kHz],Count Trace ChB [kHz]
1.867294312E+1,1.741409302E+1
4.333496094E+1,4.123687744E+1
3.580093384E+1,3.118515015E+1
3.047943115E+1,2.824783325E+1
4.011154175E+1,3.614425659E+1
4.247665405E+1,3.801345825E+1
3.734588623E+1,3.583908081E+1
3.767013550E+1,3.400802612E+1
3.770828247E+1,3.358840942E+1
5.926132202E+1,5.493164062E+1
8.529663086E+1,8.077621460E+1
8.880615234E+1,7.644653320E+1
6.795883179E+1,6.185531616E+1
8.365631104E+1,7.396697998E+1
7.812500000E+1,7.266998291E+1
8.708953857E+1,8.169174194E+1
7.783889771E+1,6.921768188E+1
8.106231689E+1,7.596969604E+1
7.974624634E+1,7.499694824E+1
8.106231689E+1,7.446289062E+1
7.410049438E+1,6.702423096E+1
5.321502686E+1,4.959106445E+1
4.495620728E+1,4.358291626E+1
3.713607788E+1,3.454208374E+1
2.580642700E+1,2.197265625E+1
1.674652100E+1,1.672744751E+1
1.760482788E+1,1.592636108E+1
2.923965454E+1,2.605438232E+1
2.923965454E+1,2.754211426E+1
2.960205078E+1,2.639770508E+1
2.477645874E+1,2.042770386E+1
2.155303955E+1,1.914978027E+1
2.588272095E+1,2.330780029E+1
2.840042114E+1,2.578735352E+1
2.862930298E+1,2.475738525E+1
3.793716431E+1,3.549575806E+1
7.104873657E+1,6.605148315E+1
7.305145264E+1,6.839752197E+1
7.530212402E+1,6.912231445E+1
7.972717285E+1,7.066726685E+1
9.666442871E+1,8.684158325E+1
8.945465088E+1,7.854461670E+1
9.122848511E+1,8.245468140E+1
9.803771973E+1,9.195327759E+1
8.853912354E+1,7.965087891E+1
8.565902710E+1,7.909774780E+1
8.996963501E+1,8.302688599E+1
8.823394775E+1,8.197784424E+1
