Lag Time [s]	Correlation Function
0.0024576125	0.7416398775
0.0026624125	0.7402891547
0.0028672125	0.7392938595
0.0030720125	0.7385616504
0.0032768125	0.7380437132
0.0036864125	0.7361599926
0.0040960125	0.7348698507
0.0045056125	0.733860185
0.0049152125	0.7323432963
0.0053248125	0.731122749
0.0057344125	0.7298925276
0.0061440125	0.728783135
0.0065536125	0.7283005986
0.0073728125	0.7270561546
0.0081920125	0.7260457269
0.0090112125	0.7246663141
0.0098304125	0.7238901499
0.0106496125	0.7231877331
0.0114688125	0.7222250333
0.0122880125	0.7219413236
0.0131072125	0.7212521673
0.0147456125	0.7198723346
0.0163840125	0.7180645942
0.0180224125	0.7167224585
0.0196608125	0.715655243
0.0212992125	0.7140915796
0.0229376125	0.7122873026
0.0245760125	0.7109994911
0.0262144125	0.7102428355
0.0294912125	0.7073419555
0.0327680125	0.7047055715
0.0360448125	0.7019605237
0.0393216125	0.6988640617
0.0425984125	0.6959000635
0.0458752125	0.6931764814
0.0491520125	0.6903457002
0.0524288125	0.6869900079
0.0589824125	0.6805133265
0.0655360125	0.67390126
0.0720896125	0.6673767638
0.0786432125	0.6602957887
0.0851968125	0.6526504382
0.0917504125	0.6449647966
0.0983040125	0.6373560559
0.1048576125	0.6296616788
0.1179648125	0.6127861521
0.1310720125	0.5954210218
0.1441792125	0.5779772256
0.1572864125	0.559088107
0.1703936125	0.5402707195
0.1835008125	0.5217392248
0.1966080125	0.5030121322
0.2097152125	0.4850678878
0.2359296125	0.4496580016
0.2621440125	0.4152534111
0.2883584125	0.3823481048
0.3145728125	0.3516563794
0.3407872125	0.323346822
0.3670016125	0.2973798365
0.3932160125	0.2743331892
0.4194304125	0.254259532
0.4718592125	0.220367466
0.5242880125	0.195855493
0.5767168125	0.1793648169
0.6291456125	0.167915284
0.6815744125	0.1592305556
0.7340032125	0.1503389647
0.7864320125	0.1407412705
0.8388608125	0.1308896065
0.9437184125	0.1076184507
1.048576012	0.07874944485
1.153433612	0.05652665636
1.258291212	0.03896058605
1.363148812	0.02410423046
1.468006412	0.0125177544
1.572864012	0.008832480549
1.677721612	0.0092142763
1.887436813	0.008338853881
2.097152013	0.005433705121
2.306867213	0.01846677888
2.516582413	0.06938722549
2.726297612	0.1123989071
2.936012813	0.1059904034
3.145728013	0.07445980119
3.355443212	0.0419978893
3.774873612	0.03059880472
4.194304012	0.02252381855
4.613734412	-0.003503165313
5.033164812	0.006939091932
5.452595213	0.02874561407
5.872025612	0.04325374021
6.291456012	0.01064771052
6.710886412	0.02167423789
7.549747212	-0.000689931932
8.388608013	0.01498659143
9.227468812	0.04809377868
10.06632961	0.03843703242
10.90519041	0.007046124246
11.74405121	0.01885179221
12.58291201	0.02741118564
13.42177281	-0.01539724537
15.09949441	0.003389296884
16.77721601	-0.04233743097
18.45493761	-0.02829871225
20.13265921	-0.07469035381
21.81038081	-0.05329602097
23.48810241	-0.03567226636
25.16582401	-0.0295516239
26.84354561	-0.007061785225
30.19898881	0.01322273976
33.55443201	0.04145128585
36.90987521	0.005998869011
40.26531841	0.008379316433
43.62076161	0.03815823298
46.97620481	0.006730439674
50.33164801	-0.02919554677
53.68709121	-0.0514332639
60.39797761	-0.04265816421
67.10886401	-0.001132489968
73.81975041	0.02524198871
80.53063681	0.0100453103
87.24152321	-0.007690108799
93.95240961	-0.03826088478
100.663296	-0.02396687816
107.3741824	-0.0108920117
120.7959552	-0.0005976143243
134.217728	-0.00908344598
147.6395008	0.05077728409
161.0612736	0.04294200052
174.4830464	-0.002648393937
187.9048192	0.08267098251
201.326592	-0.03953917852
214.7483648	-0.05870044364
241.5919104	-0.04950440908
268.435456	0.1406603909
